Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
3/3/23,2.46566E+13,6.80359E+12,3.14602E+13,1,2023,2,2023,1,3,3
3/2/23,2.46384E+13,6.82227E+12,3.14607E+13,1,2023,2,2023,1,3,2
3/1/23,2.46511E+13,6.80796E+12,3.14591E+13,1,2023,2,2023,1,3,1
2/28/23,2.46092E+13,6.85005E+12,3.14593E+13,1,2023,2,2023,1,2,28
2/27/23,2.46139E+13,6.84248E+12,3.14564E+13,1,2023,2,2023,1,2,27
2/24/23,2.46147E+13,6.84311E+12,3.14579E+13,1,2023,2,2023,1,2,24
2/23/23,2.46221E+13,6.83628E+12,3.14583E+13,1,2023,2,2023,1,2,23
2/22/23,2.46173E+13,6.83757E+12,3.14549E+13,1,2023,2,2023,1,2,22
2/21/23,2.4617E+13,6.83837E+12,3.14554E+13,1,2023,2,2023,1,2,21
2/17/23,2.46228E+13,6.83325E+12,3.14561E+13,1,2023,2,2023,1,2,17
2/16/23,2.46291E+13,6.8275E+12,3.14566E+13,1,2023,2,2023,1,2,16
2/15/23,2.46327E+13,6.82218E+12,3.14549E+13,1,2023,2,2023,1,2,15
2/14/23,2.46208E+13,6.83429E+12,3.14551E+13,1,2023,2,2023,1,2,14
2/13/23,2.46284E+13,6.82595E+12,3.14543E+13,1,2023,2,2023,1,2,13
2/10/23,2.4632E+13,6.82377E+12,3.14557E+13,1,2023,2,2023,1,2,10
2/9/23,2.46327E+13,6.82351E+12,3.14562E+13,1,2023,2,2023,1,2,9
2/8/23,2.4634E+13,6.82067E+12,3.14546E+13,1,2023,2,2023,1,2,8
2/7/23,2.46158E+13,6.83935E+12,3.14551E+13,1,2023,2,2023,1,2,7
2/6/23,2.46257E+13,6.82864E+12,3.14543E+13,1,2023,2,2023,1,2,6
2/3/23,2.46325E+13,6.82316E+12,3.14557E+13,1,2023,2,2023,1,2,3
2/2/23,2.46141E+13,6.84205E+12,3.14562E+13,1,2023,2,2023,1,2,2
2/1/23,2.46279E+13,6.82666E+12,3.14545E+13,1,2023,2,2023,1,2,1
1/31/23,2.4584E+13,6.87099E+12,3.1455E+13,1,2023,2,2023,1,1,31
1/30/23,2.45915E+13,6.86445E+12,3.14559E+13,1,2023,2,2023,1,1,30
1/27/23,2.45945E+13,6.86274E+12,3.14572E+13,1,2023,2,2023,1,1,27
1/26/23,2.45954E+13,6.86233E+12,3.14577E+13,1,2023,2,2023,1,1,26
1/25/23,2.46017E+13,6.85268E+12,3.14544E+13,1,2023,2,2023,1,1,25
1/24/23,2.4588E+13,6.86682E+12,3.14548E+13,1,2023,2,2023,1,1,24
1/23/23,2.45971E+13,6.85663E+12,3.14537E+13,1,2023,2,2023,1,1,23
1/20/23,2.45977E+13,6.85727E+12,3.1455E+13,1,2023,2,2023,1,1,20
1/19/23,2.45977E+13,6.85768E+12,3.14554E+13,1,2023,2,2023,1,1,19
1/18/23,2.45293E+13,6.8851E+12,3.14144E+13,1,2023,2,2023,1,1,18
1/17/23,2.45291E+13,6.88737E+12,3.14164E+13,1,2023,2,2023,1,1,17
1/13/23,2.4509E+13,6.87544E+12,3.13845E+13,1,2023,2,2023,1,1,13
1/12/23,2.4509E+13,6.87522E+12,3.13842E+13,1,2023,2,2023,1,1,12
1/11/23,2.45039E+13,6.87121E+12,3.13751E+13,1,2023,2,2023,1,1,11
1/10/23,2.45038E+13,6.89132E+12,3.13951E+13,1,2023,2,2023,1,1,10
1/9/23,2.45105E+13,6.87839E+12,3.13889E+13,1,2023,2,2023,1,1,9
1/6/23,2.45107E+13,6.87475E+12,3.13854E+13,1,2023,2,2023,1,1,6
1/5/23,2.45103E+13,6.87001E+12,3.13803E+13,1,2023,2,2023,1,1,5
1/4/23,2.45078E+13,6.86774E+12,3.13755E+13,1,2023,2,2023,1,1,4
1/3/23,2.45076E+13,6.84363E+12,3.13512E+13,1,2023,2,2023,1,1,3
12/30/22,2.45176E+13,6.9021E+12,3.14197E+13,1,2023,1,2022,4,12,30
12/29/22,2.44762E+13,6.85012E+12,3.13263E+13,1,2023,1,2022,4,12,29
12/28/22,2.4475E+13,6.84944E+12,3.13244E+13,1,2023,1,2022,4,12,28
12/27/22,2.44739E+13,6.86212E+12,3.1336E+13,1,2023,1,2022,4,12,27
12/23/22,2.44902E+13,6.8558E+12,3.1346E+13,1,2023,1,2022,4,12,23
12/22/22,2.44898E+13,6.83767E+12,3.13275E+13,1,2023,1,2022,4,12,22
12/21/22,2.44868E+13,6.83277E+12,3.13195E+13,1,2023,1,2022,4,12,21
12/20/22,2.44861E+13,6.85067E+12,3.13367E+13,1,2023,1,2022,4,12,20
12/19/22,2.45133E+13,6.84197E+12,3.13553E+13,1,2023,1,2022,4,12,19
12/16/22,2.45134E+13,6.83377E+12,3.13471E+13,1,2023,1,2022,4,12,16
12/15/22,2.45126E+13,6.80701E+12,3.13196E+13,1,2023,1,2022,4,12,15
12/14/22,2.4461E+13,6.82336E+12,3.12843E+13,1,2023,1,2022,4,12,14
12/13/22,2.44622E+13,6.8419E+12,3.13041E+13,1,2023,1,2022,4,12,13
12/12/22,2.44842E+13,6.83352E+12,3.13177E+13,1,2023,1,2022,4,12,12
12/9/22,2.44833E+13,6.82802E+12,3.13113E+13,1,2023,1,2022,4,12,9
12/8/22,2.4484E+13,6.82683E+12,3.13108E+13,1,2023,1,2022,4,12,8
12/7/22,2.45228E+13,6.81231E+12,3.13351E+13,1,2023,1,2022,4,12,7
12/6/22,2.45255E+13,6.81302E+12,3.13385E+13,1,2023,1,2022,4,12,6
12/5/22,2.45451E+13,6.80774E+12,3.13528E+13,1,2023,1,2022,4,12,5
12/2/22,2.45463E+13,6.80385E+12,3.13501E+13,1,2023,1,2022,4,12,2
12/1/22,2.45481E+13,6.81514E+12,3.13632E+13,1,2023,1,2022,4,12,1
11/30/22,2.45535E+13,6.85987E+12,3.14133E+13,1,2023,1,2022,4,11,30
11/29/22,2.45187E+13,6.8551E+12,3.13738E+13,1,2023,1,2022,4,11,29
11/28/22,2.45229E+13,6.84791E+12,3.13708E+13,1,2023,1,2022,4,11,28
11/25/22,2.45244E+13,6.84335E+12,3.13678E+13,1,2023,1,2022,4,11,25
11/23/22,2.44987E+13,6.83533E+12,3.1334E+13,1,2023,1,2022,4,11,23
11/22/22,2.44989E+13,6.84952E+12,3.13485E+13,1,2023,1,2022,4,11,22
11/21/22,2.44457E+13,6.84163E+12,3.12873E+13,1,2023,1,2022,4,11,21
11/18/22,2.44453E+13,6.83739E+12,3.12827E+13,1,2023,1,2022,4,11,18
11/17/22,2.44454E+13,6.83981E+12,3.12852E+13,1,2023,1,2022,4,11,17
11/16/22,2.44408E+13,6.83084E+12,3.12717E+13,1,2023,1,2022,4,11,16
11/15/22,2.44397E+13,6.84844E+12,3.12882E+13,1,2023,1,2022,4,11,15
11/14/22,2.44222E+13,6.83309E+12,3.12553E+13,1,2023,1,2022,4,11,14
11/10/22,2.44218E+13,6.83025E+12,3.1252E+13,1,2023,1,2022,4,11,10
11/9/22,2.44155E+13,6.82817E+12,3.12436E+13,1,2023,1,2022,4,11,9
11/8/22,2.4415E+13,6.84668E+12,3.12616E+13,1,2023,1,2022,4,11,8
11/7/22,2.43867E+13,6.83684E+12,3.12235E+13,1,2023,1,2022,4,11,7
11/4/22,2.43861E+13,6.83399E+12,3.12201E+13,1,2023,1,2022,4,11,4
11/3/22,2.43864E+13,6.8325E+12,3.12189E+13,1,2023,1,2022,4,11,3
11/2/22,2.43787E+13,6.84317E+12,3.12218E+13,1,2023,1,2022,4,11,2
11/1/22,2.43785E+13,6.83322E+12,3.12117E+13,1,2023,1,2022,4,11,1
10/31/22,2.43525E+13,6.88576E+12,3.12383E+13,1,2023,1,2022,4,10,31
10/28/22,2.43753E+13,6.88106E+12,3.12564E+13,1,2023,1,2022,4,10,28
10/27/22,2.43741E+13,6.88364E+12,3.12578E+13,1,2023,1,2022,4,10,27
10/26/22,2.43713E+13,6.88098E+12,3.12523E+13,1,2023,1,2022,4,10,26
10/25/22,2.43707E+13,6.89714E+12,3.12678E+13,1,2023,1,2022,4,10,25
10/24/22,2.43478E+13,6.88233E+12,3.12301E+13,1,2023,1,2022,4,10,24
10/21/22,2.43473E+13,6.88129E+12,3.12286E+13,1,2023,1,2022,4,10,21
10/20/22,2.43472E+13,6.87955E+12,3.12268E+13,1,2023,1,2022,4,10,20
10/19/22,2.435E+13,6.87158E+12,3.12216E+13,1,2023,1,2022,4,10,19
10/18/22,2.43499E+13,6.88912E+12,3.1239E+13,1,2023,1,2022,4,10,18
10/17/22,2.43378E+13,6.87363E+12,3.12114E+13,1,2023,1,2022,4,10,17
10/14/22,2.42852E+13,6.86307E+12,3.11482E+13,1,2023,1,2022,4,10,14
10/13/22,2.42853E+13,6.85964E+12,3.1145E+13,1,2023,1,2022,4,10,13
10/12/22,2.42841E+13,6.85958E+12,3.11437E+13,1,2023,1,2022,4,10,12
10/11/22,2.42841E+13,6.86747E+12,3.11516E+13,1,2023,1,2022,4,10,11
10/7/22,2.42896E+13,6.85933E+12,3.11489E+13,1,2023,1,2022,4,10,7
10/6/22,2.42899E+13,6.85927E+12,3.11491E+13,1,2023,1,2022,4,10,6
10/5/22,2.4289E+13,6.8536E+12,3.11426E+13,1,2023,1,2022,4,10,5
10/4/22,2.42884E+13,6.84864E+12,3.1137E+13,1,2023,1,2022,4,10,4
10/3/22,2.42941E+13,6.82977E+12,3.11239E+13,1,2023,1,2022,4,10,3
9/30/22,2.42992E+13,6.62972E+12,3.09289E+13,1,2022,4,2022,3,9,30
9/29/22,2.42523E+13,6.61907E+12,3.08714E+13,1,2022,4,2022,3,9,29
9/28/22,2.42511E+13,6.63612E+12,3.08873E+13,1,2022,4,2022,3,9,28
9/27/22,2.42512E+13,6.65489E+12,3.09061E+13,1,2022,4,2022,3,9,27
9/26/22,2.4262E+13,6.64824E+12,3.09102E+13,1,2022,4,2022,3,9,26
9/23/22,2.42619E+13,6.63747E+12,3.08994E+13,1,2022,4,2022,3,9,23
9/22/22,2.42621E+13,6.6327E+12,3.08948E+13,1,2022,4,2022,3,9,22
9/21/22,2.42599E+13,6.62637E+12,3.08863E+13,1,2022,4,2022,3,9,21
9/20/22,2.42599E+13,6.64216E+12,3.0902E+13,1,2022,4,2022,3,9,20
9/19/22,2.42694E+13,6.63125E+12,3.09006E+13,1,2022,4,2022,3,9,19
9/16/22,2.42697E+13,6.6209E+12,3.08906E+13,1,2022,4,2022,3,9,16
9/15/22,2.42692E+13,6.61763E+12,3.08868E+13,1,2022,4,2022,3,9,15
9/14/22,2.42777E+13,6.6081E+12,3.08858E+13,1,2022,4,2022,3,9,14
9/13/22,2.42771E+13,6.62535E+12,3.09024E+13,1,2022,4,2022,3,9,13
9/12/22,2.4278E+13,6.62025E+12,3.08982E+13,1,2022,4,2022,3,9,12
9/9/22,2.42778E+13,6.61631E+12,3.08941E+13,1,2022,4,2022,3,9,9
9/8/22,2.42774E+13,6.61672E+12,3.08941E+13,1,2022,4,2022,3,9,8
9/7/22,2.42757E+13,6.62213E+12,3.08979E+13,1,2022,4,2022,3,9,7
9/6/22,2.42739E+13,6.61401E+12,3.08879E+13,1,2022,4,2022,3,9,6
9/2/22,2.42652E+13,6.60679E+12,3.0872E+13,1,2022,4,2022,3,9,2
9/1/22,2.42652E+13,6.61413E+12,3.08794E+13,1,2022,4,2022,3,9,1
8/31/22,2.42676E+13,6.66852E+12,3.09361E+13,1,2022,4,2022,3,8,31
8/30/22,2.42165E+13,6.66255E+12,3.08791E+13,1,2022,4,2022,3,8,30
8/29/22,2.41959E+13,6.65621E+12,3.08522E+13,1,2022,4,2022,3,8,29
8/26/22,2.41938E+13,6.65318E+12,3.0847E+13,1,2022,4,2022,3,8,26
8/25/22,2.41705E+13,6.65386E+12,3.08244E+13,1,2022,4,2022,3,8,25
8/24/22,2.41094E+13,6.64247E+12,3.07518E+13,1,2022,4,2022,3,8,24
8/23/22,2.41094E+13,6.66807E+12,3.07774E+13,1,2022,4,2022,3,8,23
8/22/22,2.40873E+13,6.65298E+12,3.07403E+13,1,2022,4,2022,3,8,22
8/19/22,2.40848E+13,6.64664E+12,3.07314E+13,1,2022,4,2022,3,8,19
8/18/22,2.40843E+13,6.64564E+12,3.07299E+13,1,2022,4,2022,3,8,18
8/17/22,2.40821E+13,6.6423E+12,3.07244E+13,1,2022,4,2022,3,8,17
8/16/22,2.40818E+13,6.65475E+12,3.07366E+13,1,2022,4,2022,3,8,16
8/15/22,2.4051E+13,6.64443E+12,3.06954E+13,1,2022,4,2022,3,8,15
8/12/22,2.40298E+13,6.63211E+12,3.06619E+13,1,2022,4,2022,3,8,12
8/11/22,2.40293E+13,6.63098E+12,3.06603E+13,1,2022,4,2022,3,8,11
8/10/22,2.40284E+13,6.62813E+12,3.06565E+13,1,2022,4,2022,3,8,10
8/9/22,2.40277E+13,6.62421E+12,3.06519E+13,1,2022,4,2022,3,8,9
8/8/22,2.39867E+13,6.61424E+12,3.06009E+13,1,2022,4,2022,3,8,8
8/5/22,2.39838E+13,6.60544E+12,3.05893E+13,1,2022,4,2022,3,8,5
8/4/22,2.39837E+13,6.60489E+12,3.05886E+13,1,2022,4,2022,3,8,4
8/3/22,2.39826E+13,6.59868E+12,3.05813E+13,1,2022,4,2022,3,8,3
8/2/22,2.39825E+13,6.61349E+12,3.0596E+13,1,2022,4,2022,3,8,2
8/1/22,2.39418E+13,6.59463E+12,3.05364E+13,1,2022,4,2022,3,8,1
7/29/22,2.39526E+13,6.64253E+12,3.05951E+13,1,2022,4,2022,3,7,29
7/28/22,2.3934E+13,6.6469E+12,3.05809E+13,1,2022,4,2022,3,7,28
7/27/22,2.3938E+13,6.6436E+12,3.05816E+13,1,2022,4,2022,3,7,27
7/26/22,2.39374E+13,6.66091E+12,3.05983E+13,1,2022,4,2022,3,7,26
7/25/22,2.38968E+13,6.6468E+12,3.05436E+13,1,2022,4,2022,3,7,25
7/22/22,2.38945E+13,6.63536E+12,3.05299E+13,1,2022,4,2022,3,7,22
7/21/22,2.38939E+13,6.63367E+12,3.05276E+13,1,2022,4,2022,3,7,21
7/20/22,2.39054E+13,6.62661E+12,3.0532E+13,1,2022,4,2022,3,7,20
7/19/22,2.39047E+13,6.64897E+12,3.05537E+13,1,2022,4,2022,3,7,19
7/18/22,2.38888E+13,6.63498E+12,3.05237E+13,1,2022,4,2022,3,7,18
7/15/22,2.38865E+13,6.62884E+12,3.05153E+13,1,2022,4,2022,3,7,15
7/14/22,2.38697E+13,6.62297E+12,3.04927E+13,1,2022,4,2022,3,7,14
7/13/22,2.38846E+13,6.62225E+12,3.05069E+13,1,2022,4,2022,3,7,13
7/12/22,2.38843E+13,6.64073E+12,3.0525E+13,1,2022,4,2022,3,7,12
7/11/22,2.38885E+13,6.63081E+12,3.05193E+13,1,2022,4,2022,3,7,11
7/8/22,2.3886E+13,6.62234E+12,3.05083E+13,1,2022,4,2022,3,7,8
7/7/22,2.38878E+13,6.61847E+12,3.05062E+13,1,2022,4,2022,3,7,7
7/6/22,2.39074E+13,6.61638E+12,3.05238E+13,1,2022,4,2022,3,7,6
7/5/22,2.39053E+13,6.59447E+12,3.04998E+13,1,2022,4,2022,3,7,5
7/1/22,2.3907E+13,6.57913E+12,3.04862E+13,1,2022,4,2022,3,7,1
6/30/22,2.39122E+13,6.65642E+12,3.05686E+13,1,2022,3,2022,2,6,30
6/29/22,2.38743E+13,6.59763E+12,3.04719E+13,1,2022,3,2022,2,6,29
6/28/22,2.38742E+13,6.59843E+12,3.04726E+13,1,2022,3,2022,2,6,28
6/27/22,2.38776E+13,6.58786E+12,3.04655E+13,1,2022,3,2022,2,6,27
6/24/22,2.38761E+13,6.58306E+12,3.04591E+13,1,2022,3,2022,2,6,24
6/23/22,2.3853E+13,6.56934E+12,3.04223E+13,1,2022,3,2022,2,6,23
6/22/22,2.38717E+13,6.56676E+12,3.04384E+13,1,2022,3,2022,2,6,22
6/21/22,2.38701E+13,6.57426E+12,3.04444E+13,1,2022,3,2022,2,6,21
6/17/22,2.38791E+13,6.56866E+12,3.04477E+13,1,2022,3,2022,2,6,17
6/16/22,2.38767E+13,6.55996E+12,3.04366E+13,1,2022,3,2022,2,6,16
6/15/22,2.39E+13,6.55045E+12,3.04504E+13,1,2022,3,2022,2,6,15
6/14/22,2.38407E+13,6.56165E+12,3.04024E+13,1,2022,3,2022,2,6,14
6/13/22,2.38499E+13,6.55134E+12,3.04012E+13,1,2022,3,2022,2,6,13
6/10/22,2.38495E+13,6.54649E+12,3.0396E+13,1,2022,3,2022,2,6,10
6/9/22,2.38494E+13,6.54732E+12,3.03968E+13,1,2022,3,2022,2,6,9
6/8/22,2.38727E+13,6.54375E+12,3.04165E+13,1,2022,3,2022,2,6,8
6/7/22,2.38722E+13,6.5454E+12,3.04176E+13,1,2022,3,2022,2,6,7
6/6/22,2.38822E+13,6.53871E+12,3.04209E+13,1,2022,3,2022,2,6,6
6/3/22,2.38806E+13,6.53193E+12,3.04126E+13,1,2022,3,2022,2,6,3
6/2/22,2.38809E+13,6.54471E+12,3.04257E+13,1,2022,3,2022,2,6,2
6/1/22,2.39011E+13,6.53985E+12,3.0441E+13,1,2022,3,2022,2,6,1
5/31/22,2.39044E+13,6.59523E+12,3.04996E+13,1,2022,3,2022,2,5,31
5/27/22,2.38326E+13,6.59187E+12,3.04245E+13,1,2022,3,2022,2,5,27
5/26/22,2.38097E+13,6.59185E+12,3.04016E+13,1,2022,3,2022,2,5,26
5/25/22,2.38337E+13,6.58718E+12,3.04209E+13,1,2022,3,2022,2,5,25
5/24/22,2.38327E+13,6.60377E+12,3.04365E+13,1,2022,3,2022,2,5,24
5/23/22,2.38413E+13,6.58401E+12,3.04253E+13,1,2022,3,2022,2,5,23
5/20/22,2.38386E+13,6.57798E+12,3.04166E+13,1,2022,3,2022,2,5,20
5/19/22,2.38401E+13,6.57714E+12,3.04173E+13,1,2022,3,2022,2,5,19
5/18/22,2.38625E+13,6.5711E+12,3.04336E+13,1,2022,3,2022,2,5,18
5/17/22,2.38616E+13,6.58736E+12,3.04489E+13,1,2022,3,2022,2,5,17
5/16/22,2.38738E+13,6.57238E+12,3.04462E+13,1,2022,3,2022,2,5,16
5/13/22,2.38193E+13,6.56401E+12,3.03833E+13,1,2022,3,2022,2,5,13
5/12/22,2.38182E+13,6.56409E+12,3.03823E+13,1,2022,3,2022,2,5,12
5/11/22,2.38366E+13,6.55968E+12,3.03963E+13,1,2022,3,2022,2,5,11
5/10/22,2.38362E+13,6.57716E+12,3.04133E+13,1,2022,3,2022,2,5,10
5/9/22,2.38488E+13,6.56588E+12,3.04147E+13,1,2022,3,2022,2,5,9
5/6/22,2.3847E+13,6.55891E+12,3.04059E+13,1,2022,3,2022,2,5,6
5/5/22,2.3845E+13,6.55435E+12,3.03993E+13,1,2022,3,2022,2,5,5
5/4/22,2.38644E+13,6.54577E+12,3.04101E+13,1,2022,3,2022,2,5,4
5/3/22,2.38626E+13,6.54078E+12,3.04034E+13,1,2022,3,2022,2,5,3
5/2/22,2.38752E+13,6.52739E+12,3.04026E+13,1,2022,3,2022,2,5,2
4/29/22,2.38472E+13,6.52691E+12,3.03742E+13,1,2022,3,2022,2,4,29
4/28/22,2.38248E+13,6.57778E+12,3.04026E+13,1,2022,3,2022,2,4,28
4/27/22,2.38357E+13,6.58093E+12,3.04166E+13,1,2022,3,2022,2,4,27
4/26/22,2.38333E+13,6.59669E+12,3.04299E+13,1,2022,3,2022,2,4,26
4/25/22,2.38476E+13,6.58904E+12,3.04366E+13,1,2022,3,2022,2,4,25
4/22/22,2.38457E+13,6.57517E+12,3.04209E+13,1,2022,3,2022,2,4,22
4/21/22,2.38449E+13,6.57287E+12,3.04178E+13,1,2022,3,2022,2,4,21
4/20/22,2.38446E+13,6.56447E+12,3.0409E+13,1,2022,3,2022,2,4,20
4/19/22,2.38449E+13,6.57914E+12,3.0424E+13,1,2022,3,2022,2,4,19
4/18/22,2.38688E+13,6.55182E+12,3.04206E+13,1,2022,3,2022,2,4,18
4/15/22,2.37427E+13,6.54049E+12,3.02832E+13,1,2022,3,2022,2,4,15
4/14/22,2.38318E+13,6.51629E+12,3.03481E+13,1,2022,3,2022,2,4,14
4/13/22,2.3828E+13,6.50996E+12,3.03379E+13,1,2022,3,2022,2,4,13
4/12/22,2.38275E+13,6.52563E+12,3.03531E+13,1,2022,3,2022,2,4,12
4/11/22,2.3851E+13,6.51519E+12,3.03661E+13,1,2022,3,2022,2,4,11
4/8/22,2.38494E+13,6.50881E+12,3.03583E+13,1,2022,3,2022,2,4,8
4/7/22,2.38506E+13,6.50494E+12,3.03556E+13,1,2022,3,2022,2,4,7
4/6/22,2.38478E+13,6.49897E+12,3.03467E+13,1,2022,3,2022,2,4,6
4/5/22,2.38482E+13,6.49654E+12,3.03448E+13,1,2022,3,2022,2,4,5
4/4/22,2.38777E+13,6.48257E+12,3.03602E+13,1,2022,3,2022,2,4,4
4/1/22,2.38769E+13,6.46486E+12,3.03417E+13,1,2022,3,2022,2,4,1
3/31/22,2.38798E+13,6.52119E+12,3.0401E+13,1,2022,2,2022,1,3,31
3/30/22,2.3775E+13,6.52277E+12,3.02977E+13,1,2022,2,2022,1,3,30
3/29/22,2.37743E+13,6.52132E+12,3.02957E+13,1,2022,2,2022,1,3,29
3/28/22,2.38044E+13,6.51201E+12,3.03164E+13,1,2022,2,2022,1,3,28
3/25/22,2.38025E+13,6.50794E+12,3.03105E+13,1,2022,2,2022,1,3,25
3/24/22,2.37794E+13,6.49922E+12,3.02786E+13,1,2022,2,2022,1,3,24
3/23/22,2.3779E+13,6.49942E+12,3.02784E+13,1,2022,2,2022,1,3,23
3/22/22,2.37774E+13,6.51364E+12,3.0291E+13,1,2022,2,2022,1,3,22
3/21/22,2.37898E+13,6.50315E+12,3.02929E+13,1,2022,2,2022,1,3,21
3/18/22,2.37877E+13,6.49692E+12,3.02846E+13,1,2022,2,2022,1,3,18
3/17/22,2.37863E+13,6.49568E+12,3.0282E+13,1,2022,2,2022,1,3,17
3/16/22,2.37736E+13,6.48334E+12,3.0257E+13,1,2022,2,2022,1,3,16
3/15/22,2.37728E+13,6.49653E+12,3.02694E+13,1,2022,2,2022,1,3,15
3/14/22,2.37064E+13,6.48633E+12,3.01927E+13,1,2022,2,2022,1,3,14
3/11/22,2.3705E+13,6.46639E+12,3.01713E+13,1,2022,2,2022,1,3,11
3/10/22,2.37033E+13,6.46586E+12,3.01692E+13,1,2022,2,2022,1,3,10
3/9/22,2.37566E+13,6.48239E+12,3.0239E+13,1,2022,2,2022,1,3,9
3/8/22,2.3756E+13,6.4991E+12,3.02551E+13,1,2022,2,2022,1,3,8
3/7/22,2.37698E+13,6.48585E+12,3.02557E+13,1,2022,2,2022,1,3,7
3/4/22,2.37686E+13,6.47946E+12,3.02481E+13,1,2022,2,2022,1,3,4
3/3/22,2.37678E+13,6.47807E+12,3.02459E+13,1,2022,2,2022,1,3,3
3/2/22,2.37617E+13,6.48995E+12,3.02516E+13,1,2022,2,2022,1,3,2
3/1/22,2.37609E+13,6.47901E+12,3.02399E+13,1,2022,2,2022,1,3,1
2/28/22,2.37766E+13,6.51379E+12,3.02904E+13,1,2022,2,2022,1,2,28
2/25/22,2.36747E+13,6.5066E+12,3.01813E+13,1,2022,2,2022,1,2,25
2/24/22,2.36501E+13,6.50665E+12,3.01567E+13,1,2022,2,2022,1,2,24
2/23/22,2.36433E+13,6.50443E+12,3.01477E+13,1,2022,2,2022,1,2,23
2/22/22,2.36408E+13,6.50881E+12,3.01496E+13,1,2022,2,2022,1,2,22
2/18/22,2.3639E+13,6.49787E+12,3.01369E+13,1,2022,2,2022,1,2,18
2/17/22,2.36385E+13,6.4781E+12,3.01166E+13,1,2022,2,2022,1,2,17
2/16/22,2.36304E+13,6.48708E+12,3.01174E+13,1,2022,2,2022,1,2,16
2/15/22,2.36292E+13,6.50254E+12,3.01317E+13,1,2022,2,2022,1,2,15
2/14/22,2.35533E+13,6.48703E+12,3.00403E+13,1,2022,2,2022,1,2,14
2/11/22,2.35529E+13,6.48466E+12,3.00376E+13,1,2022,2,2022,1,2,11
2/10/22,2.35524E+13,6.48372E+12,3.00362E+13,1,2022,2,2022,1,2,10
2/9/22,2.35464E+13,6.47993E+12,3.00263E+13,1,2022,2,2022,1,2,9
2/8/22,2.35465E+13,6.49782E+12,3.00443E+13,1,2022,2,2022,1,2,8
2/7/22,2.35207E+13,6.48589E+12,3.00066E+13,1,2022,2,2022,1,2,7
2/4/22,2.35209E+13,6.47986E+12,3.00007E+13,1,2022,2,2022,1,2,4
2/3/22,2.35208E+13,6.47658E+12,2.99973E+13,1,2022,2,2022,1,2,3
2/2/22,2.3515E+13,6.48824E+12,3.00032E+13,1,2022,2,2022,1,2,2
2/1/22,2.35143E+13,6.49245E+12,3.00067E+13,1,2022,2,2022,1,2,1
1/31/22,2.34872E+13,6.52521E+12,3.00124E+13,1,2022,2,2022,1,1,31
1/28/22,2.33967E+13,6.52683E+12,2.99235E+13,1,2022,2,2022,1,1,28
1/27/22,2.33963E+13,6.52794E+12,2.99243E+13,1,2022,2,2022,1,1,27
1/26/22,2.33898E+13,6.5212E+12,2.9911E+13,1,2022,2,2022,1,1,26
1/25/22,2.33886E+13,6.53434E+12,2.99229E+13,1,2022,2,2022,1,1,25
1/24/22,2.336E+13,6.52129E+12,2.98813E+13,1,2022,2,2022,1,1,24
1/21/22,2.33581E+13,6.51437E+12,2.98725E+13,1,2022,2,2022,1,1,21
1/20/22,2.33572E+13,6.50977E+12,2.9867E+13,1,2022,2,2022,1,1,20
1/19/22,2.33449E+13,6.50575E+12,2.98506E+13,1,2022,2,2022,1,1,19
1/18/22,2.33432E+13,6.52564E+12,2.98688E+13,1,2022,2,2022,1,1,18
1/14/22,2.32576E+13,6.48735E+12,2.9745E+13,1,2022,2,2022,1,1,14
1/13/22,2.32576E+13,6.48672E+12,2.97444E+13,1,2022,2,2022,1,1,13
1/12/22,2.3299E+13,6.4833E+12,2.97823E+13,1,2022,2,2022,1,1,12
1/11/22,2.3298E+13,6.50073E+12,2.97987E+13,1,2022,2,2022,1,1,11
1/10/22,2.32315E+13,6.48978E+12,2.97213E+13,1,2022,2,2022,1,1,10
1/7/22,2.32296E+13,6.48256E+12,2.97122E+13,1,2022,2,2022,1,1,7
1/6/22,2.323E+13,6.4813E+12,2.97113E+13,1,2022,2,2022,1,1,6
1/5/22,2.32141E+13,6.47457E+12,2.96887E+13,1,2022,2,2022,1,1,5
1/4/22,2.32118E+13,6.47296E+12,2.96848E+13,1,2022,2,2022,1,1,4
1/3/22,2.31444E+13,6.41755E+12,2.95619E+13,1,2022,2,2022,1,1,3
12/31/21,2.31437E+13,6.47347E+12,2.96172E+13,1,2022,1,2021,4,12,31
12/30/21,2.30327E+13,6.46208E+12,2.94948E+13,1,2022,1,2021,4,12,30
12/29/21,2.30148E+13,6.45897E+12,2.94738E+13,1,2022,1,2021,4,12,29
12/28/21,2.30117E+13,6.45848E+12,2.94702E+13,1,2022,1,2021,4,12,28
12/27/21,2.29427E+13,6.44976E+12,2.93925E+13,1,2022,1,2021,4,12,27
12/24/21,2.29387E+13,6.42781E+12,2.93665E+13,1,2022,1,2021,4,12,24
12/23/21,2.29383E+13,6.42656E+12,2.93648E+13,1,2022,1,2021,4,12,23
12/22/21,2.29543E+13,6.41681E+12,2.93711E+13,1,2022,1,2021,4,12,22
12/21/21,2.28919E+13,6.43175E+12,2.93236E+13,1,2022,1,2021,4,12,21
12/20/21,2.28047E+13,6.42254E+12,2.92272E+13,1,2022,1,2021,4,12,20
