Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
10/2/20,2.10154E+13,6.02931E+12,2.70447E+13,1,2021,1,2020,4,10,2
10/1/20,2.10153E+13,6.0116E+12,2.70269E+13,1,2021,1,2020,4,10,1
9/30/20,2.1019E+13,5.92644E+12,2.69454E+13,1,2020,4,2020,3,9,30
9/29/20,2.09037E+13,5.88669E+12,2.67904E+13,1,2020,4,2020,3,9,29
9/28/20,2.0913E+13,5.89845E+12,2.68114E+13,1,2020,4,2020,3,9,28
9/25/20,2.09136E+13,5.89728E+12,2.68109E+13,1,2020,4,2020,3,9,25
9/24/20,2.08911E+13,5.89502E+12,2.67861E+13,1,2020,4,2020,3,9,24
9/23/20,2.08905E+13,5.88734E+12,2.67778E+13,1,2020,4,2020,3,9,23
9/22/20,2.08904E+13,5.90058E+12,2.6791E+13,1,2020,4,2020,3,9,22
9/21/20,2.09035E+13,5.89115E+12,2.67947E+13,1,2020,4,2020,3,9,21
9/18/20,2.09031E+13,5.88726E+12,2.67904E+13,1,2020,4,2020,3,9,18
9/17/20,2.09027E+13,5.88771E+12,2.67904E+13,1,2020,4,2020,3,9,17
9/16/20,2.09011E+13,5.88047E+12,2.67815E+13,1,2020,4,2020,3,9,16
9/15/20,2.08992E+13,5.89132E+12,2.67905E+13,1,2020,4,2020,3,9,15
9/14/20,2.08353E+13,5.87975E+12,2.67151E+13,1,2020,4,2020,3,9,14
9/11/20,2.08345E+13,5.87639E+12,2.67109E+13,1,2020,4,2020,3,9,11
9/10/20,2.0834E+13,5.87556E+12,2.67095E+13,1,2020,4,2020,3,9,10
9/9/20,2.08182E+13,5.87899E+12,2.66972E+13,1,2020,4,2020,3,9,9
9/8/20,2.0814E+13,5.88534E+12,2.66994E+13,1,2020,4,2020,3,9,8
9/4/20,2.08435E+13,5.87981E+12,2.67233E+13,1,2020,4,2020,3,9,4
9/3/20,2.08426E+13,5.88003E+12,2.67227E+13,1,2020,4,2020,3,9,3
9/2/20,2.08329E+13,5.87858E+12,2.67115E+13,1,2020,4,2020,3,9,2
9/1/20,2.08318E+13,5.87112E+12,2.6703E+13,1,2020,4,2020,3,9,1
8/31/20,2.0822E+13,5.9068E+12,2.67288E+13,1,2020,4,2020,3,8,31
8/28/20,2.07284E+13,5.90851E+12,2.66369E+13,1,2020,4,2020,3,8,28
8/27/20,2.0706E+13,5.90961E+12,2.66157E+13,1,2020,4,2020,3,8,27
8/26/20,2.06992E+13,5.90981E+12,2.6609E+13,1,2020,4,2020,3,8,26
8/25/20,2.06989E+13,5.9274E+12,2.66263E+13,1,2020,4,2020,3,8,25
8/24/20,2.0687E+13,5.91306E+12,2.66001E+13,1,2020,4,2020,3,8,24
8/21/20,2.06863E+13,5.91067E+12,2.6597E+13,1,2020,4,2020,3,8,21
8/20/20,2.0686E+13,5.90955E+12,2.65956E+13,1,2020,4,2020,3,8,20
8/19/20,2.06778E+13,5.9003E+12,2.65781E+13,1,2020,4,2020,3,8,19
8/18/20,2.06773E+13,5.91766E+12,2.6595E+13,1,2020,4,2020,3,8,18
8/17/20,2.06758E+13,5.90406E+12,2.65798E+13,1,2020,4,2020,3,8,17
8/14/20,2.06147E+13,5.894E+12,2.65087E+13,1,2020,4,2020,3,8,14
8/13/20,2.06143E+13,5.89539E+12,2.65097E+13,1,2020,4,2020,3,8,13
8/12/20,2.05956E+13,5.89318E+12,2.64888E+13,1,2020,4,2020,3,8,12
8/11/20,2.05936E+13,5.90959E+12,2.65031E+13,1,2020,4,2020,3,8,11
8/10/20,2.06024E+13,5.90309E+12,2.65055E+13,1,2020,4,2020,3,8,10
8/7/20,2.06014E+13,5.897E+12,2.64984E+13,1,2020,4,2020,3,8,7
8/6/20,2.06012E+13,5.8971E+12,2.64983E+13,1,2020,4,2020,3,8,6
8/5/20,2.06087E+13,5.89558E+12,2.65043E+13,1,2020,4,2020,3,8,5
8/4/20,2.06071E+13,5.89612E+12,2.65032E+13,1,2020,4,2020,3,8,4
8/3/20,2.06316E+13,5.87952E+12,2.65112E+13,1,2020,4,2020,3,8,3
7/31/20,2.06344E+13,5.89055E+12,2.6525E+13,1,2020,4,2020,3,7,31
7/30/20,2.0572E+13,5.93334E+12,2.65053E+13,1,2020,4,2020,3,7,30
7/29/20,2.05844E+13,5.93599E+12,2.65204E+13,1,2020,4,2020,3,7,29
7/28/20,2.05841E+13,5.93744E+12,2.65215E+13,1,2020,4,2020,3,7,28
7/27/20,2.06138E+13,5.93286E+12,2.65467E+13,1,2020,4,2020,3,7,27
7/24/20,2.0614E+13,5.92281E+12,2.65368E+13,1,2020,4,2020,3,7,24
7/23/20,2.06141E+13,5.92479E+12,2.65389E+13,1,2020,4,2020,3,7,23
7/22/20,2.05712E+13,5.92057E+12,2.64918E+13,1,2020,4,2020,3,7,22
7/21/20,2.05688E+13,5.93709E+12,2.65059E+13,1,2020,4,2020,3,7,21
7/20/20,2.06123E+13,5.92186E+12,2.65341E+13,1,2020,4,2020,3,7,20
7/17/20,2.06122E+13,5.92015E+12,2.65324E+13,1,2020,4,2020,3,7,17
7/16/20,2.06119E+13,5.91734E+12,2.65293E+13,1,2020,4,2020,3,7,16
7/15/20,2.05744E+13,5.91109E+12,2.64855E+13,1,2020,4,2020,3,7,15
7/14/20,2.05399E+13,5.90978E+12,2.64497E+13,1,2020,4,2020,3,7,14
7/13/20,2.05835E+13,5.90464E+12,2.64881E+13,1,2020,4,2020,3,7,13
7/10/20,2.05836E+13,5.90144E+12,2.64851E+13,1,2020,4,2020,3,7,10
7/9/20,2.05838E+13,5.904E+12,2.64878E+13,1,2020,4,2020,3,7,9
7/8/20,2.05568E+13,5.88998E+12,2.64467E+13,1,2020,4,2020,3,7,8
7/7/20,2.05547E+13,5.90609E+12,2.64608E+13,1,2020,4,2020,3,7,7
7/6/20,2.05588E+13,5.90155E+12,2.64604E+13,1,2020,4,2020,3,7,6
7/3/20,2.05593E+13,5.88862E+12,2.64479E+13,1,2020,4,2020,3,7,3
7/2/20,2.05595E+13,5.89762E+12,2.64571E+13,1,2020,4,2020,3,7,2
7/1/20,2.05243E+13,5.90465E+12,2.6429E+13,1,2020,4,2020,3,7,1
6/30/20,2.05303E+13,5.94696E+12,2.64772E+13,1,2020,3,2020,2,6,30
6/29/20,2.04277E+13,5.89697E+12,2.63246E+13,1,2020,3,2020,2,6,29
6/26/20,2.04282E+13,5.88872E+12,2.63169E+13,1,2020,3,2020,2,6,26
6/25/20,2.04087E+13,5.89252E+12,2.63012E+13,1,2020,3,2020,2,6,25
6/24/20,2.03408E+13,5.89697E+12,2.62378E+13,1,2020,3,2020,2,6,24
6/23/20,2.03403E+13,5.91147E+12,2.62517E+13,1,2020,3,2020,2,6,23
6/22/20,2.03351E+13,5.90871E+12,2.62438E+13,1,2020,3,2020,2,6,22
6/19/20,2.03361E+13,5.90463E+12,2.62407E+13,1,2020,3,2020,2,6,19
6/18/20,2.03279E+13,5.90574E+12,2.62337E+13,1,2020,3,2020,2,6,18
6/17/20,2.02411E+13,5.90337E+12,2.61445E+13,1,2020,3,2020,2,6,17
6/16/20,2.02413E+13,5.91235E+12,2.61536E+13,1,2020,3,2020,2,6,16
6/15/20,2.02305E+13,5.90084E+12,2.61313E+13,1,2020,3,2020,2,6,15
6/12/20,2.01666E+13,5.89585E+12,2.60624E+13,1,2020,3,2020,2,6,12
6/11/20,2.01659E+13,5.89676E+12,2.60627E+13,1,2020,3,2020,2,6,11
6/10/20,2.00963E+13,5.8906E+12,2.59869E+13,1,2020,3,2020,2,6,10
6/9/20,2.00968E+13,5.90699E+12,2.60038E+13,1,2020,3,2020,2,6,9
6/8/20,2.00617E+13,5.89881E+12,2.59605E+13,1,2020,3,2020,2,6,8
6/5/20,2.00313E+13,5.88842E+12,2.59197E+13,1,2020,3,2020,2,6,5
6/4/20,2.00315E+13,5.88854E+12,2.59201E+13,1,2020,3,2020,2,6,4
6/3/20,1.99486E+13,5.88153E+12,2.58301E+13,1,2020,3,2020,2,6,3
6/2/20,1.99487E+13,5.89288E+12,2.58416E+13,1,2020,3,2020,2,6,2
6/1/20,1.98689E+13,5.88259E+12,2.57515E+13,1,2020,3,2020,2,6,1
5/29/20,1.98128E+13,5.93349E+12,2.57463E+13,1,2020,3,2020,2,5,29
5/28/20,1.97658E+13,5.91783E+12,2.56837E+13,1,2020,3,2020,2,5,28
5/27/20,1.96586E+13,5.92458E+12,2.55831E+13,1,2020,3,2020,2,5,27
5/26/20,1.96583E+13,5.94567E+12,2.5604E+13,1,2020,3,2020,2,5,26
5/22/20,1.95689E+13,5.9444E+12,2.55133E+13,1,2020,3,2020,2,5,22
5/21/20,1.95285E+13,5.93829E+12,2.54668E+13,1,2020,3,2020,2,5,21
5/20/20,1.94294E+13,5.93163E+12,2.5361E+13,1,2020,3,2020,2,5,20
5/19/20,1.94277E+13,5.9496E+12,2.53773E+13,1,2020,3,2020,2,5,19
5/18/20,1.93765E+13,5.93489E+12,2.53114E+13,1,2020,3,2020,2,5,18
5/15/20,1.93771E+13,5.92856E+12,2.53056E+13,1,2020,3,2020,2,5,15
5/14/20,1.93404E+13,5.92717E+12,2.52676E+13,1,2020,3,2020,2,5,14
5/13/20,1.92613E+13,5.92745E+12,2.51888E+13,1,2020,3,2020,2,5,13
5/12/20,1.92603E+13,5.9441E+12,2.52044E+13,1,2020,3,2020,2,5,12
5/11/20,1.92189E+13,5.93784E+12,2.51567E+13,1,2020,3,2020,2,5,11
5/8/20,1.9219E+13,5.93409E+12,2.51531E+13,1,2020,3,2020,2,5,8
5/7/20,1.92186E+13,5.92384E+12,2.51424E+13,1,2020,3,2020,2,5,7
5/6/20,1.91486E+13,5.90994E+12,2.50585E+13,1,2020,3,2020,2,5,6
5/5/20,1.91486E+13,5.90935E+12,2.50579E+13,1,2020,3,2020,2,5,5
5/4/20,1.9053E+13,5.89597E+12,2.4949E+13,1,2020,3,2020,2,5,4
5/1/20,1.90536E+13,5.86773E+12,2.49213E+13,1,2020,3,2020,2,5,1
4/30/20,1.90536E+13,5.92055E+12,2.49742E+13,1,2020,3,2020,2,4,30
4/29/20,1.89269E+13,5.92715E+12,2.48541E+13,1,2020,3,2020,2,4,29
4/28/20,1.88699E+13,5.93253E+12,2.48024E+13,1,2020,3,2020,2,4,28
4/27/20,1.87788E+13,5.93349E+12,2.47123E+13,1,2020,3,2020,2,4,27
4/24/20,1.87784E+13,5.93223E+12,2.47106E+13,1,2020,3,2020,2,4,24
4/23/20,1.87778E+13,5.92733E+12,2.47052E+13,1,2020,3,2020,2,4,23
4/22/20,1.86868E+13,5.92254E+12,2.46093E+13,1,2020,3,2020,2,4,22
4/21/20,1.86219E+13,5.9449E+12,2.45668E+13,1,2020,3,2020,2,4,21
4/20/20,1.85237E+13,5.93721E+12,2.44609E+13,1,2020,3,2020,2,4,20
4/17/20,1.85237E+13,5.9342E+12,2.44579E+13,1,2020,3,2020,2,4,17
4/16/20,1.85243E+13,5.94099E+12,2.44653E+13,1,2020,3,2020,2,4,16
4/15/20,1.8441E+13,5.94289E+12,2.43839E+13,1,2020,3,2020,2,4,15
4/14/20,1.83385E+13,5.96328E+12,2.43018E+13,1,2020,3,2020,2,4,14
4/13/20,1.82308E+13,5.96234E+12,2.41931E+13,1,2020,3,2020,2,4,13
4/10/20,1.82307E+13,5.98033E+12,2.42111E+13,1,2020,3,2020,2,4,10
4/9/20,1.82307E+13,5.99094E+12,2.42217E+13,1,2020,3,2020,2,4,9
4/8/20,1.81103E+13,6.00151E+12,2.41118E+13,1,2020,3,2020,2,4,8
4/7/20,1.8005E+13,6.00656E+12,2.40115E+13,1,2020,3,2020,2,4,7
4/6/20,1.79193E+13,5.99795E+12,2.39172E+13,1,2020,3,2020,2,4,6
4/3/20,1.79186E+13,5.98974E+12,2.39083E+13,1,2020,3,2020,2,4,3
4/2/20,1.78342E+13,5.99959E+12,2.38338E+13,1,2020,3,2020,2,4,2
4/1/20,1.77191E+13,5.98318E+12,2.37023E+13,1,2020,3,2020,2,4,1
3/31/20,1.76748E+13,6.0121E+12,2.36869E+13,1,2020,2,2020,1,3,31
3/30/20,1.75547E+13,6.01032E+12,2.35651E+13,1,2020,2,2020,1,3,30
3/27/20,1.75532E+13,5.98181E+12,2.3535E+13,1,2020,2,2020,1,3,27
3/26/20,1.75356E+13,5.9792E+12,2.35148E+13,1,2020,2,2020,1,3,26
3/25/20,1.75308E+13,6.01175E+12,2.35425E+13,1,2020,2,2020,1,3,25
3/24/20,1.75306E+13,6.02099E+12,2.35516E+13,1,2020,2,2020,1,3,24
3/23/20,1.75074E+13,6.01045E+12,2.35179E+13,1,2020,2,2020,1,3,23
3/20/20,1.75064E+13,6.00818E+12,2.35145E+13,1,2020,2,2020,1,3,20
3/19/20,1.75059E+13,6.00973E+12,2.35157E+13,1,2020,2,2020,1,3,19
3/18/20,1.75066E+13,6.00695E+12,2.35136E+13,1,2020,2,2020,1,3,18
3/17/20,1.75061E+13,6.02199E+12,2.35281E+13,1,2020,2,2020,1,3,17
3/16/20,1.74953E+13,6.00551E+12,2.35008E+13,1,2020,2,2020,1,3,16
3/13/20,1.74413E+13,6.00105E+12,2.34424E+13,1,2020,2,2020,1,3,13
3/12/20,1.74385E+13,6.00145E+12,2.34399E+13,1,2020,2,2020,1,3,12
3/11/20,1.74849E+13,5.99818E+12,2.3483E+13,1,2020,2,2020,1,3,11
3/10/20,1.74843E+13,6.01444E+12,2.34987E+13,1,2020,2,2020,1,3,10
3/9/20,1.74702E+13,6.00329E+12,2.34735E+13,1,2020,2,2020,1,3,9
3/6/20,1.747E+13,5.99867E+12,2.34687E+13,1,2020,2,2020,1,3,6
3/5/20,1.74694E+13,5.99979E+12,2.34692E+13,1,2020,2,2020,1,3,5
3/4/20,1.74639E+13,5.99666E+12,2.34606E+13,1,2020,2,2020,1,3,4
3/3/20,1.74586E+13,5.9962E+12,2.34548E+13,1,2020,2,2020,1,3,3
3/2/20,1.74456E+13,5.9952E+12,2.34408E+13,1,2020,2,2020,1,3,2
2/28/20,1.7413E+13,5.99691E+12,2.341E+13,1,2020,2,2020,1,2,28
2/27/20,1.73878E+13,6.03488E+12,2.34227E+13,1,2020,2,2020,1,2,27
2/26/20,1.73892E+13,6.03741E+12,2.34266E+13,1,2020,2,2020,1,2,26
2/25/20,1.73892E+13,6.04965E+12,2.34388E+13,1,2020,2,2020,1,2,25
2/24/20,1.73653E+13,6.04099E+12,2.34063E+13,1,2020,2,2020,1,2,24
2/21/20,1.73655E+13,6.03258E+12,2.3398E+13,1,2020,2,2020,1,2,21
2/20/20,1.73646E+13,6.028E+12,2.33926E+13,1,2020,2,2020,1,2,20
2/19/20,1.73257E+13,6.02752E+12,2.33532E+13,1,2020,2,2020,1,2,19
2/18/20,1.73251E+13,6.02595E+12,2.3351E+13,1,2020,2,2020,1,2,18
2/14/20,1.72883E+13,6.01652E+12,2.33048E+13,1,2020,2,2020,1,2,14
2/13/20,1.72883E+13,6.01701E+12,2.33053E+13,1,2020,2,2020,1,2,13
2/12/20,1.72597E+13,6.01441E+12,2.32741E+13,1,2020,2,2020,1,2,12
2/11/20,1.72598E+13,6.03057E+12,2.32903E+13,1,2020,2,2020,1,2,11
2/10/20,1.72337E+13,6.02268E+12,2.32564E+13,1,2020,2,2020,1,2,10
2/7/20,1.72339E+13,6.01717E+12,2.3251E+13,1,2020,2,2020,1,2,7
2/6/20,1.72336E+13,6.0193E+12,2.32529E+13,1,2020,2,2020,1,2,6
2/5/20,1.72319E+13,6.01466E+12,2.32465E+13,1,2020,2,2020,1,2,5
2/4/20,1.72313E+13,6.01434E+12,2.32457E+13,1,2020,2,2020,1,2,4
2/3/20,1.72106E+13,5.99532E+12,2.32059E+13,1,2020,2,2020,1,2,3
1/31/20,1.72126E+13,6.01118E+12,2.32238E+13,1,2020,2,2020,1,1,31
1/30/20,1.71943E+13,6.05729E+12,2.32516E+13,1,2020,2,2020,1,1,30
1/29/20,1.71888E+13,6.05625E+12,2.32451E+13,1,2020,2,2020,1,1,29
1/28/20,1.71884E+13,6.05557E+12,2.32439E+13,1,2020,2,2020,1,1,28
1/27/20,1.71763E+13,6.04608E+12,2.32224E+13,1,2020,2,2020,1,1,27
1/24/20,1.71764E+13,6.03328E+12,2.32097E+13,1,2020,2,2020,1,1,24
1/23/20,1.71762E+13,6.03044E+12,2.32066E+13,1,2020,2,2020,1,1,23
1/22/20,1.71769E+13,6.0283E+12,2.32052E+13,1,2020,2,2020,1,1,22
1/21/20,1.7177E+13,6.03337E+12,2.32104E+13,1,2020,2,2020,1,1,21
1/17/20,1.71813E+13,6.02989E+12,2.32112E+13,1,2020,2,2020,1,1,17
1/16/20,1.71811E+13,6.02321E+12,2.32043E+13,1,2020,2,2020,1,1,16
1/15/20,1.71782E+13,6.01591E+12,2.31941E+13,1,2020,2,2020,1,1,15
1/14/20,1.71472E+13,6.02179E+12,2.3169E+13,1,2020,2,2020,1,1,14
1/13/20,1.71567E+13,6.01307E+12,2.31698E+13,1,2020,2,2020,1,1,13
1/10/20,1.71567E+13,6.01042E+12,2.31672E+13,1,2020,2,2020,1,1,10
1/9/20,1.7157E+13,6.01095E+12,2.31679E+13,1,2020,2,2020,1,1,9
1/8/20,1.71578E+13,6.0049E+12,2.31628E+13,1,2020,2,2020,1,1,8
1/7/20,1.71567E+13,6.0202E+12,2.31769E+13,1,2020,2,2020,1,1,7
1/6/20,1.71647E+13,6.01249E+12,2.31771E+13,1,2020,2,2020,1,1,6
1/3/20,1.71633E+13,6.00712E+12,2.31704E+13,1,2020,2,2020,1,1,3
1/2/20,1.71624E+13,6.00959E+12,2.3172E+13,1,2020,2,2020,1,1,2
12/31/19,1.71704E+13,6.03094E+12,2.32014E+13,1,2020,1,2019,4,12,31
12/30/19,1.71337E+13,5.97514E+12,2.31088E+13,1,2020,1,2019,4,12,30
12/27/19,1.71332E+13,5.97459E+12,2.31078E+13,1,2020,1,2019,4,12,27
12/26/19,1.71149E+13,5.9724E+12,2.30873E+13,1,2020,1,2019,4,12,26
12/24/19,1.7116E+13,5.96394E+12,2.308E+13,1,2020,1,2019,4,12,24
12/23/19,1.71323E+13,5.98191E+12,2.31142E+13,1,2020,1,2019,4,12,23
12/20/19,1.71314E+13,5.95527E+12,2.30867E+13,1,2020,1,2019,4,12,20
12/19/19,1.71316E+13,5.95601E+12,2.30876E+13,1,2020,1,2019,4,12,19
12/18/19,1.71327E+13,5.96686E+12,2.30996E+13,1,2020,1,2019,4,12,18
12/17/19,1.71303E+13,5.98112E+12,2.31115E+13,1,2020,1,2019,4,12,17
12/16/19,1.71416E+13,5.96656E+12,2.31082E+13,1,2020,1,2019,4,12,16
12/13/19,1.70888E+13,5.96165E+12,2.30504E+13,1,2020,1,2019,4,12,13
12/12/19,1.70888E+13,5.96494E+12,2.30537E+13,1,2020,1,2019,4,12,12
12/11/19,1.71059E+13,5.96347E+12,2.30694E+13,1,2020,1,2019,4,12,11
12/10/19,1.71046E+13,5.9785E+12,2.30831E+13,1,2020,1,2019,4,12,10
12/9/19,1.71234E+13,5.97359E+12,2.3097E+13,1,2020,1,2019,4,12,9
12/6/19,1.71232E+13,5.96684E+12,2.30901E+13,1,2020,1,2019,4,12,6
12/5/19,1.71226E+13,5.96853E+12,2.30911E+13,1,2020,1,2019,4,12,5
12/4/19,1.71237E+13,5.96618E+12,2.30899E+13,1,2020,1,2019,4,12,4
12/3/19,1.71224E+13,5.96583E+12,2.30883E+13,1,2020,1,2019,4,12,3
12/2/19,1.71339E+13,5.97107E+12,2.3105E+13,1,2020,1,2019,4,12,2
11/29/19,1.71054E+13,5.97078E+12,2.30762E+13,1,2020,1,2019,4,11,29
11/27/19,1.70724E+13,6.00371E+12,2.30761E+13,1,2020,1,2019,4,11,27
11/26/19,1.70713E+13,6.02193E+12,2.30932E+13,1,2020,1,2019,4,11,26
11/25/19,1.70603E+13,6.01242E+12,2.30727E+13,1,2020,1,2019,4,11,25
11/22/19,1.70598E+13,6.01202E+12,2.30718E+13,1,2020,1,2019,4,11,22
11/21/19,1.70591E+13,5.99211E+12,2.30512E+13,1,2020,1,2019,4,11,21
11/20/19,1.70503E+13,6.00313E+12,2.30534E+13,1,2020,1,2019,4,11,20
11/19/19,1.70484E+13,6.01782E+12,2.30662E+13,1,2020,1,2019,4,11,19
11/18/19,1.70459E+13,6.00493E+12,2.30508E+13,1,2020,1,2019,4,11,18
11/15/19,1.70451E+13,5.99858E+12,2.30437E+13,1,2020,1,2019,4,11,15
11/14/19,1.70221E+13,5.99452E+12,2.30167E+13,1,2020,1,2019,4,11,14
11/13/19,1.70099E+13,5.99492E+12,2.30049E+13,1,2020,1,2019,4,11,13
11/12/19,1.70098E+13,6.00532E+12,2.30151E+13,1,2020,1,2019,4,11,12
11/8/19,1.70046E+13,6.00175E+12,2.30063E+13,1,2020,1,2019,4,11,8
11/7/19,1.70047E+13,5.99937E+12,2.3004E+13,1,2020,1,2019,4,11,7
11/6/19,1.69903E+13,5.99549E+12,2.29858E+13,1,2020,1,2019,4,11,6
11/5/19,1.69901E+13,5.99588E+12,2.2986E+13,1,2020,1,2019,4,11,5
11/4/19,1.69792E+13,5.9865E+12,2.29657E+13,1,2020,1,2019,4,11,4
11/1/19,1.69791E+13,5.9741E+12,2.29532E+13,1,2020,1,2019,4,11,1
10/31/19,1.69813E+13,6.0271E+12,2.30084E+13,1,2020,1,2019,4,10,31
10/30/19,1.69318E+13,6.03146E+12,2.29632E+13,1,2020,1,2019,4,10,30
10/29/19,1.69308E+13,6.03553E+12,2.29663E+13,1,2020,1,2019,4,10,29
10/28/19,1.69195E+13,6.03107E+12,2.29505E+13,1,2020,1,2019,4,10,28
10/25/19,1.69193E+13,6.02965E+12,2.29489E+13,1,2020,1,2019,4,10,25
10/24/19,1.69193E+13,6.02385E+12,2.29432E+13,1,2020,1,2019,4,10,24
10/23/19,1.69047E+13,6.02194E+12,2.29266E+13,1,2020,1,2019,4,10,23
10/22/19,1.69033E+13,6.03764E+12,2.29409E+13,1,2020,1,2019,4,10,22
10/21/19,1.6893E+13,6.02949E+12,2.29225E+13,1,2020,1,2019,4,10,21
10/18/19,1.68931E+13,6.02575E+12,2.29189E+13,1,2020,1,2019,4,10,18
10/17/19,1.68932E+13,6.02562E+12,2.29188E+13,1,2020,1,2019,4,10,17
10/16/19,1.6877E+13,6.02082E+12,2.28978E+13,1,2020,1,2019,4,10,16
10/15/19,1.68755E+13,6.0274E+12,2.29029E+13,1,2020,1,2019,4,10,15
10/11/19,1.68255E+13,6.01814E+12,2.28436E+13,1,2020,1,2019,4,10,11
10/10/19,1.68255E+13,6.0172E+12,2.28427E+13,1,2020,1,2019,4,10,10
10/9/19,1.68087E+13,6.01517E+12,2.28239E+13,1,2020,1,2019,4,10,9
10/8/19,1.68087E+13,6.03065E+12,2.28394E+13,1,2020,1,2019,4,10,8
10/7/19,1.68177E+13,6.01924E+12,2.28369E+13,1,2020,1,2019,4,10,7
10/4/19,1.68177E+13,6.01676E+12,2.28344E+13,1,2020,1,2019,4,10,4
10/3/19,1.68181E+13,6.01135E+12,2.28295E+13,1,2020,1,2019,4,10,3
10/2/19,1.68043E+13,6.02327E+12,2.28275E+13,1,2020,1,2019,4,10,2
10/1/19,1.68032E+13,5.99525E+12,2.27985E+13,1,2020,1,2019,4,10,1
9/30/19,1.68091E+13,5.91031E+12,2.27194E+13,1,2019,4,2019,3,9,30
9/27/19,1.67644E+13,5.85829E+12,2.26227E+13,1,2019,4,2019,3,9,27
9/26/19,1.67463E+13,5.86362E+12,2.261E+13,1,2019,4,2019,3,9,26
9/25/19,1.67335E+13,5.87396E+12,2.26074E+13,1,2019,4,2019,3,9,25
